region,input_comm,tech,vintage,output_comm,efficiency,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
AB,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRAB002
MB,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRMB002
MB,A_ng,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRMB002
MB,A_dsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRMB002
MB,A_gsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRMB002
MB,A_elc,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRMB002
MB,A_ng,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRMB002
MB,A_dsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRMB002
MB,A_gsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRMB002
MB,A_elc,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRMB002
MB,A_ng,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRMB002
MB,A_dsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRMB002
MB,A_gsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRMB002
MB,A_elc,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRMB002
MB,A_ng,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRMB002
MB,A_dsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRMB002
MB,A_gsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRMB002
MB,A_elc,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRMB002
MB,A_ng,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRMB002
MB,A_dsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRMB002
MB,A_gsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRMB002
NB,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNB002
NB,A_dsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNB002
NB,A_gsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNB002
NB,A_elc,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNB002
NB,A_dsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNB002
NB,A_gsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNB002
NB,A_elc,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNB002
NB,A_dsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNB002
NB,A_gsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNB002
NB,A_elc,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNB002
NB,A_dsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNB002
NB,A_gsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNB002
NB,A_elc,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNB002
NB,A_dsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNB002
NB,A_gsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNB002
NLLAB,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_dsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_gsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_elc,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_dsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_gsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_elc,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_dsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_gsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_elc,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_dsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_gsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_elc,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_dsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNLLAB002
NLLAB,A_gsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNLLAB002
NS,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNS002
NS,A_dsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNS002
NS,A_gsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRNS002
NS,A_elc,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNS002
NS,A_dsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNS002
NS,A_gsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRNS002
NS,A_elc,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNS002
NS,A_dsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNS002
NS,A_gsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRNS002
NS,A_elc,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNS002
NS,A_dsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNS002
NS,A_gsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRNS002
NS,A_elc,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNS002
NS,A_dsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNS002
NS,A_gsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRNS002
ON,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRON002
ON,A_ng,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRON002
ON,A_dsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRON002
ON,A_gsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRON002
ON,A_elc,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRON002
ON,A_ng,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRON002
ON,A_dsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRON002
ON,A_gsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRON002
ON,A_elc,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRON002
ON,A_ng,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRON002
ON,A_dsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRON002
ON,A_gsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRON002
ON,A_elc,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRON002
ON,A_ng,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRON002
ON,A_dsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRON002
ON,A_gsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRON002
ON,A_elc,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRON002
ON,A_ng,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRON002
ON,A_dsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRON002
ON,A_gsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRON002
PEI,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRPEI002
PEI,A_dsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRPEI002
PEI,A_gsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRPEI002
PEI,A_elc,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRPEI002
PEI,A_dsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRPEI002
PEI,A_gsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRPEI002
PEI,A_elc,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRPEI002
PEI,A_dsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRPEI002
PEI,A_gsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRPEI002
PEI,A_elc,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRPEI002
PEI,A_dsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRPEI002
PEI,A_gsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRPEI002
PEI,A_elc,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRPEI002
PEI,A_dsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRPEI002
PEI,A_gsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRPEI002
QC,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRQC002
QC,A_ng,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRQC002
QC,A_dsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRQC002
QC,A_gsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRQC002
QC,A_elc,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRQC002
QC,A_ng,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRQC002
QC,A_dsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRQC002
QC,A_gsl,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRQC002
QC,A_elc,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRQC002
QC,A_ng,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRQC002
QC,A_dsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRQC002
QC,A_gsl,A_AGRI,2035,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2040),A1,,,,,,AGRIHRQC002
QC,A_elc,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRQC002
QC,A_ng,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRQC002
QC,A_dsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRQC002
QC,A_gsl,A_AGRI,2040,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2045),A1,,,,,,AGRIHRQC002
QC,A_elc,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRQC002
QC,A_ng,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRQC002
QC,A_dsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRQC002
QC,A_gsl,A_AGRI,2045,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2050),A1,,,,,,AGRIHRQC002
SK,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRSK002
SK,A_ng,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRSK002
SK,A_dsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRSK002
SK,A_gsl,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRSK002
SK,A_elc,A_AGRI,2030,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2035),A1,,,,,,AGRIHRSK002
